state_county_name,precipitation_in,rain_days,usgs_runoff_in
Ohio-Pickaway,35.37,113.2,14
Ohio-Pike,39.85,112.5,16
Ohio-Portage,36.9,135,15.75
Ohio-Preble,36.64,112.5,13
Ohio-Putnam,35.01,111.4,10
Ohio-Richland,35.01,133.3,12
Ohio-Ross,38.42,112.5,15.5
Ohio-Sandusky,35.01,112.5,10
Ohio-Scioto,42.85,113.7,16
Ohio-Seneca,35.01,123.7,10
Ohio-Shelby,35.01,112.5,12
Ohio-Stark,35.01,135,14
Ohio-Summit,35.02,135,15.75
Ohio-Trumbull,35.07,135,16.6
Ohio-Tuscarawas,35.01,128.1,14
Ohio-Union,35.01,111.5,12
Ohio-Van Wert,35.01,107.5,10
Ohio-Vinton,44.55,112.5,15
Ohio-Warren,42.45,119.9,14
Ohio-Washington,38.3,119.9,15.5
Ohio-Wayne,35.01,134.6,19
Ohio-Williams,35.01,112.5,10
Ohio-Wood,35.01,112.5,10
Ohio-Wyandot,35.01,112.7,11
Oklahoma-Adair,45,81.1,13.667
Oklahoma-Alfalfa,25.01,66.9,2.667
Oklahoma-Atoka,45,68.9,10.6
Oklahoma-Beaver,23.21,47.3,0.367
Oklahoma-Beckham,25.01,47.6,0.5
Oklahoma-Blaine,25.01,64.9,2
Oklahoma-Bryan,44.66,69.5,9.273
Oklahoma-Caddo,29.16,67.6,2
Oklahoma-Canadian,33.54,64.6,3
Oklahoma-Carter,35.01,68,4.5
Oklahoma-Cherokee,45,81.8,11
Oklahoma-Choctaw,45,78.3,14.125
Oklahoma-Cimarron,16,45,0.1
Oklahoma-Cleveland,35.01,68.1,4
Oklahoma-Coal,42.48,68,7.5
Oklahoma-Comanche,30.86,53.3,3
Oklahoma-Cotton,32.83,53.1,2
Oklahoma-Craig,45,83.6,9.333
Oklahoma-Creek,35.01,68,5.5
Oklahoma-Custer,25.01,58,1.5
Oklahoma-Delaware,45,83.1,11.333
Oklahoma-Dewey,25.01,50.6,1.5
Oklahoma-Ellis,25.01,59.2,0.5
Oklahoma-Garfield,34.27,66.6,4
Oklahoma-Garvin,35.01,68,4
Oklahoma-Grady,35.01,67.3,3
Oklahoma-Grant,32.01,68,4
Oklahoma-Greer,25.01,50.3,1
Oklahoma-Harmon,25.01,45,0.5
Oklahoma-Harper,25.01,57.4,0.5
Oklahoma-Haskell,45,83,12.5
Oklahoma-Hughes,40.48,71.8,6.5
Oklahoma-Jackson,25.01,46,1
Oklahoma-Jefferson,35.01,65.3,3
Oklahoma-Johnston,39.69,66.2,6.5
Oklahoma-Kay,35.01,68,5.5
Oklahoma-Kingfisher,32.8,67.6,3
Oklahoma-Kiowa,25.11,56.2,1.5
Oklahoma-Latimer,45.09,83.2,14.2
Oklahoma-Le Flore,49.36,86.8,17.083
Oklahoma-Lincoln,35.01,68,6.25
Oklahoma-Logan,35.01,65.7,4
Oklahoma-Love,35.01,68,4.5
Oklahoma-Major,25.01,55.7,2
Oklahoma-Marshall,39.53,68,5.333
Oklahoma-Mayes,45,83,9
Oklahoma-McClain,35.01,68,4
Oklahoma-McCurtain,54.41,84.9,17.25
Oklahoma-McIntosh,45,81.9,8.5
Oklahoma-Murray,35.01,68,4.5
Oklahoma-Muskogee,45,83,9.2
Oklahoma-Noble,35.01,65.4,4.5
Oklahoma-Nowata,38.99,80.3,8
Oklahoma-Okfuskee,35.8,68.2,5.5
Oklahoma-Oklahoma,35.01,68.2,4
Oklahoma-Okmulgee,38.83,68.8,6
Oklahoma-Osage,35.01,71.9,6.25
Oklahoma-Ottawa,45,83,10
Oklahoma-Pawnee,35.01,68.2,5.5
Oklahoma-Payne,35.01,68,5
Oklahoma-Pittsburg,45,82.4,10
Oklahoma-Pontotoc,35.01,67.1,5.5
Oklahoma-Pottawatomie,35.01,68.7,6.25
Oklahoma-Pushmataha,48.81,82.8,15.75
Oklahoma-Roger Mills,25.01,45,0.5
Oklahoma-Rogers,38.71,83,7.5
Oklahoma-Seminole,35.01,68,5
Oklahoma-Sequoyah,45,82.9,13.667
Oklahoma-Stephens,35.01,68,3
Oklahoma-Texas,16,45,0.16
Oklahoma-Tillman,25.01,48.1,1.333
Oklahoma-Tulsa,35.73,72.2,6.5
Oklahoma-Wagoner,43.64,76.3,8.5
Oklahoma-Washington,35.01,79.9,8
Oklahoma-Washita,25.01,65.6,1.5
Oklahoma-Woods,25.01,46.7,1.5
Oklahoma-Woodward,25.01,62.7,0.75
Oregon-Baker,22.33,93.2,16.889
Oregon-Benton,68.56,152.2,60
Oregon-Clackamas,70.98,160.5,72.857
Oregon-Clatsop,91.53,177.5,60
Oregon-Columbia,58.15,163.2,44
Oregon-Coos,72.76,152.6,58.333
Oregon-Crook,14.93,77.1,1.617
Oregon-Curry,92.45,149,52.5
Oregon-Deschutes,22.53,87.8,17.392
Oregon-Douglas,55.43,140,34.5
Oregon-Gilliam,11.91,74.1,0.58
Oregon-Grant,20.66,95.4,5.667
Oregon-Harney,12.5,67,2.4
Oregon-Hood River,68.28,151.4,61.875
Oregon-Jackson,36.28,115,21.429
Oregon-Jefferson,20.04,80.8,17.583
Oregon-Josephine,58.66,123.9,35
Oregon-Klamath,27.41,94.2,15.313
Oregon-Lake,14.97,74.4,3.386
Oregon-Lane,66.09,157.9,53.333
Oregon-Lincoln,87.98,167.7,80
Oregon-Linn,69.24,158.5,48
Oregon-Malheur,11.72,59.2,2.025
Oregon-Marion,63.96,151.4,45
Oregon-Morrow,14.39,80.9,1.74
Oregon-Multnomah,62.49,154.4,65.714
Oregon-Polk,68.8,150.1,62
Oregon-Sherman,10.09,76.2,0.75
Oregon-Tillamook,95.48,177.9,75
Oregon-Umatilla,21.74,100.1,8.744
Oregon-Union,29.44,117.3,21
Oregon-Wallowa,28.04,112.7,20.385
Oregon-Wasco,21.05,88.2,20.281
Oregon-Washington,56.02,149.8,62
Oregon-Wheeler,17.42,82.1,3.5
Oregon-Yamhill,60.27,146.4,48
Pennsylvania-Adams,41.63,107.9,16.667
Pennsylvania-Allegheny,35.07,135,16.333
Pennsylvania-Armstrong,44.52,134.7,21
Pennsylvania-Beaver,35.01,135,15.5
Pennsylvania-Bedford,35.44,112.7,17.778
Pennsylvania-Berks,45,110.2,24.25
Pennsylvania-Blair,37.84,133.9,21
Pennsylvania-Bradford,35.01,123.5,17.4
Pennsylvania-Bucks,45,104.8,28
Pennsylvania-Butler,40.2,135,18
Pennsylvania-Cambria,45,155.5,23.667
Pennsylvania-Cameron,45,146.1,24.5
Pennsylvania-Carbon,45.16,119.1,26.333
Pennsylvania-Centre,38.47,134,21
Pennsylvania-Chester,45,109.5,19.6
Pennsylvania-Clarion,45,135,23.667
Pennsylvania-Clearfield,42.96,139.5,24
Pennsylvania-Clinton,43.52,134.3,22
Pennsylvania-Columbia,45,111.9,22
Pennsylvania-Crawford,45,153.6,23.4
Pennsylvania-Cumberland,37.92,109.4,19
Pennsylvania-Dauphin,44.16,112.5,20
Pennsylvania-Delaware,45,97.8,24.286
Pennsylvania-Elk,45,159.9,24.5
Pennsylvania-Erie,44.88,158.6,24.5
Pennsylvania-Fayette,44.36,140,23.636
Pennsylvania-Forest,45,147.7,24.5
Pennsylvania-Franklin,39.33,111.4,16
Pennsylvania-Fulton,36.42,107.7,15.5
Pennsylvania-Greene,41.29,135,19
Pennsylvania-Huntingdon,35.57,119.9,19
Pennsylvania-Indiana,45,150.2,24
Pennsylvania-Jefferson,45,138.7,24.333
Pennsylvania-Juniata,41.07,112.5,20
Pennsylvania-Lackawanna,42.23,134.4,23.714
Pennsylvania-Lancaster,43.44,111,19
Pennsylvania-Lawrence,35.49,135,16
Pennsylvania-Lebanon,45,108.5,21
Pennsylvania-Lehigh,45,111.9,24.25
Pennsylvania-Luzerne,43.45,119.9,23.4
Pennsylvania-Lycoming,41.94,128.1,21.333
Pennsylvania-McKean,44.71,164.1,23.75
Pennsylvania-Mercer,41.21,135,19
Pennsylvania-Mifflin,40.34,115.2,20
Pennsylvania-Monroe,45,128.7,27
Pennsylvania-Montgomery,45,100.2,22
Pennsylvania-Montour,45,112.3,22
Pennsylvania-Northampton,45,112.5,24.286
Pennsylvania-Northumberland,45,108.9,22
Pennsylvania-Perry,41.01,111.8,20
Pennsylvania-Philadelphia,45,98.4,23.833
Pennsylvania-Pike,44.78,120.7,26.25
Pennsylvania-Potter,39,138.6,19
Pennsylvania-Schuylkill,46.24,111.8,25
Pennsylvania-Snyder,45,113.3,20
Pennsylvania-Somerset,43.47,138,24.222
Pennsylvania-Sullivan,40,125.5,21
Pennsylvania-Susquehanna,40.25,135,22.75
Pennsylvania-Tioga,35.08,119.2,17.25
Pennsylvania-Union,45,119.1,21
Pennsylvania-Venango,45,143.6,22.75
Pennsylvania-Warren,45,163.4,25.5
Pennsylvania-Washington,35.06,135,16.333
Pennsylvania-Wayne,44.98,132.5,24
Pennsylvania-Westmoreland,42.09,135.6,22.5
Pennsylvania-Wyoming,37.68,134.8,20
Pennsylvania-York,41.08,111.2,18
Rhode Island-Bristol,45,112.5,25.286
Rhode Island-Kent,49.72,112.5,28
Rhode Island-Newport,45,112.5,28
Rhode Island-Providence,45,112.5,26
Rhode Island-Washington,48.32,112.2,23.333
South Carolina-Abbeville,45,96.4,14.25
South Carolina-Aiken,45.8,96.8,15.333
South Carolina-Allendale,45,96.5,14
South Carolina-Anderson,52.96,97.7,20
South Carolina-Bamberg,45,97.1,14
South Carolina-Barnwell,45,98.2,15
South Carolina-Beaufort,59.68,97.8,11
South Carolina-Berkeley,55.99,99.1,11
South Carolina-Calhoun,45,95.1,16.6
South Carolina-Charleston,56,97.8,12.8
South Carolina-Cherokee,50.14,106.2,19
South Carolina-Chester,45,96.9,15
South Carolina-Chesterfield,45,97.8,15.857
South Carolina-Clarendon,45,96.1,12
South Carolina-Colleton,56.01,97.4,11.5
South Carolina-Darlington,45,97.8,15
South Carolina-Dillon,45,99.1,14.5
South Carolina-Dorchester,53.68,97.4,11.5
South Carolina-Edgefield,45,97.4,13.667
South Carolina-Fairfield,45,97.5,13.75
South Carolina-Florence,45,97.8,13
South Carolina-Georgetown,56.92,99.4,11
South Carolina-Greenville,59.5,104.1,27.333
South Carolina-Greenwood,45,97.8,13.8
South Carolina-Hampton,47.76,95.8,12
South Carolina-Horry,52.43,104.6,13.667
South Carolina-Jasper,55.78,97.8,11.5
South Carolina-Kershaw,45,98.5,15.2
South Carolina-Lancaster,45,97.8,13.75
South Carolina-Laurens,45,96.9,15.833
South Carolina-Lee,45,100.9,15
South Carolina-Lexington,45,97.8,17.286
South Carolina-Marion,45.51,96.1,13
South Carolina-Marlboro,45,97.9,16.25
South Carolina-McCormick,45,97.6,12.8
South Carolina-Newberry,45,97.7,13.5
South Carolina-Oconee,61.56,108.7,32.923
South Carolina-Orangeburg,45,96.4,14.25
South Carolina-Pickens,61.07,112.2,30.8
South Carolina-Richland,45,97.8,16.444
South Carolina-Saluda,45,97.8,13.667
South Carolina-Spartanburg,52.75,99,21.2
South Carolina-Sumter,45,97,14.25
South Carolina-Union,45.4,97.8,15.75
South Carolina-Williamsburg,45,97.2,11
South Carolina-York,45,97.8,15.667
South Dakota-Aurora,25.01,65.3,0.5
South Dakota-Beadle,21.6,71.1,0.5
South Dakota-Bennett,16,68,1
South Dakota-Bon Homme,25.01,75,1
South Dakota-Brookings,25.01,79.9,1
South Dakota-Brown,16,70.9,0.4
South Dakota-Brule,23.49,67.9,0.2
South Dakota-Buffalo,16,62.1,0.5
South Dakota-Butte,16,70.3,1
South Dakota-Campbell,16,68.1,0.5
South Dakota-Charles Mix,25.01,68,1
South Dakota-Clark,23.05,75.7,0.5
South Dakota-Clay,25.01,73,1
South Dakota-Codington,25.01,82.7,1
South Dakota-Corson,16,63.2,0.5
South Dakota-Custer,17.15,73.7,0.48
South Dakota-Davison,25.01,72.5,0.5
South Dakota-Day,22.61,73.3,0.35
South Dakota-Deuel,25.01,83,1
South Dakota-Dewey,16,68,0.5
South Dakota-Douglas,25.01,68,0.2
South Dakota-Edmunds,16,67,0.2
South Dakota-Fall River,16,68,0.4
South Dakota-Faulk,16,62.7,0.2
South Dakota-Grant,25.01,71.6,1
South Dakota-Gregory,25.01,68,1
South Dakota-Haakon,16,68.6,0.5
South Dakota-Hamlin,25.01,83,1
South Dakota-Hand,16.07,67.7,0.2
South Dakota-Hanson,25.01,77.3,0.5
South Dakota-Harding,16,67.8,1
South Dakota-Hughes,16,67.9,0.5
South Dakota-Hutchinson,25.01,76.4,0.5
South Dakota-Hyde,16,59.4,0.35
South Dakota-Jackson,16,68,1
South Dakota-Jerauld,24.02,68,0.5
South Dakota-Jones,16,65.6,0.5
South Dakota-Kingsbury,25.01,68.7,1
South Dakota-Lake,25.01,82.6,1
South Dakota-Lawrence,25.94,97.5,2
South Dakota-Lincoln,25.01,83,1
South Dakota-Lyman,17,67.3,0.5
South Dakota-Marshall,19.97,68,0.35
South Dakota-McCook,25.01,75.7,0.5
South Dakota-McPherson,16,68,0.2
South Dakota-Meade,16.26,67.9,1.167
South Dakota-Mellette,16.03,68,1
South Dakota-Miner,25.01,68.3,0.2
South Dakota-Minnehaha,25.01,82.4,1
South Dakota-Moody,25.01,78,2
South Dakota-Pennington,18.35,71.9,1.167
South Dakota-Perkins,16,67.2,0.5
South Dakota-Potter,16,68.2,0.2
South Dakota-Roberts,25.01,68,1
South Dakota-Sanborn,25.01,68,0.5
South Dakota-Shannon,16,64.4,1
South Dakota-Spink,16.41,68,0.2
South Dakota-Stanley,16,68,0.5
South Dakota-Sully,16,68,0.5
South Dakota-Todd,16.63,68,1
South Dakota-Tripp,23.93,69.2,1
South Dakota-Turner,25.01,82.9,1
South Dakota-Union,25.01,79,2
South Dakota-Walworth,16,68.7,0.5
South Dakota-Yankton,25.01,81,1
South Dakota-Ziebach,16,67.3,0.5
Tennessee-Anderson,60.31,119.9,24.25
Tennessee-Bedford,60,112.5,24.5
Tennessee-Benton,60,97.8,18
Tennessee-Bledsoe,60,118.4,26.667
Tennessee-Blount,54.08,122.4,27.25
Tennessee-Bradley,60,112.5,28.667
Tennessee-Campbell,59.89,115.5,25.75
Tennessee-Cannon,60,112.3,25
Tennessee-Carroll,60,109.1,18
Tennessee-Carter,50.82,135,23.75
Tennessee-Cheatham,59.71,107.9,20
Tennessee-Chester,60,97.8,20
Tennessee-Claiborne,57.54,130.2,23.333
Tennessee-Clay,60,99.1,22
Tennessee-Cocke,46.18,127.8,21.1
Tennessee-Coffee,60,112.6,26
Tennessee-Crockett,60,97.8,18
Tennessee-Cumberland,60,134.1,28
Tennessee-Davidson,48.9,112.4,20
Tennessee-De Kalb,60,112.4,25.75
Tennessee-Decatur,60,97.8,20
Tennessee-Dickson,60,100.2,19
Tennessee-Dyer,59.15,97.8,16
Tennessee-Fayette,60,94,19.333
Tennessee-Fentress,60,134.5,26.75
Tennessee-Franklin,60,112.5,26
Tennessee-Gibson,60,104.6,18
Tennessee-Giles,60,112.5,25
Tennessee-Grainger,48.07,119.6,18
Tennessee-Greene,45.19,127,20.286
Tennessee-Grundy,60,121.1,26
Tennessee-Hamblen,45,112.5,16
Tennessee-Hamilton,60,113.1,26.75
Tennessee-Hancock,47.59,115.7,19.6
Tennessee-Hardeman,60,97.8,20.5
Tennessee-Hardin,60,98.8,23.333
Tennessee-Hawkins,45.07,114.3,17.333
Tennessee-Haywood,60,97.8,18
Tennessee-Henderson,60,97.8,19
Tennessee-Henry,60,109,18
Tennessee-Hickman,60,98.6,20
Tennessee-Houston,60,98.3,18
Tennessee-Humphreys,60,97.8,18
Tennessee-Jackson,60,100.6,22
Tennessee-Jefferson,45,112.7,19
Tennessee-Johnson,49.37,135,23.714
Tennessee-Knox,53.33,112.5,23.4
Tennessee-Lake,50.98,97.8,14.5
Tennessee-Lauderdale,59.84,97.3,16
Tennessee-Lawrence,60,112.5,24.5
Tennessee-Lewis,60,108.4,22
Tennessee-Lincoln,60,112.5,20
Tennessee-Loudon,60,114.4,27
Tennessee-Macon,60,101.9,22
Tennessee-Madison,60,100.5,18
Tennessee-Marion,60,113.1,26
Tennessee-Marshall,60,112.5,24.5
Tennessee-Maury,60,112.5,23
Tennessee-McMinn,60,113.8,29
Tennessee-McNairy,60,100.6,22
Tennessee-Meigs,60,113.9,26
Tennessee-Monroe,60.67,125.2,29
Tennessee-Montgomery,60,112.5,18
Tennessee-Moore,60,112.5,22
Tennessee-Morgan,60,135,27.333
Tennessee-Obion,60,100.4,15.667
Tennessee-Overton,60,114.4,25.75
Tennessee-Perry,60,97.8,20
Tennessee-Pickett,60,117.5,24.5
Tennessee-Polk,60,125.9,30
Tennessee-Putnam,60,114.3,26.6
Tennessee-Rhea,60,125.4,26
Tennessee-Roane,60,126.7,26
Tennessee-Robertson,54.89,111.9,20
Tennessee-Rutherford,59.94,112.5,23.667
Tennessee-Scott,60,118.8,27
Tennessee-Sequatchie,60,113.4,26
Tennessee-Sevier,52.64,126.5,28
Tennessee-Shelby,60,96.8,17
Tennessee-Smith,60,102.7,22
Tennessee-Stewart,60,108.8,18
Tennessee-Sullivan,45.1,135,20
Tennessee-Sumner,57.4,109.9,20
Tennessee-Tipton,59.98,99,19
Tennessee-Trousdale,60,109,20
Tennessee-Unicoi,52.12,135,23.333
Tennessee-Union,60,114.7,22
Tennessee-Van Buren,60,111.9,29
Tennessee-Warren,60,113.6,28
Tennessee-Washington,45,135,22
Tennessee-Wayne,60,109.8,23.667
Tennessee-Weakley,60,99.6,18
Tennessee-White,60,106.5,28
Tennessee-Williamson,59.99,111.8,21
Tennessee-Wilson,59.27,110.6,22
Texas-Anderson,44.95,81.8,7.5
Texas-Andrews,16,45,0.1
Texas-Angelina,45.56,85.6,8.5
Texas-Aransas,35.01,68,5.5
Texas-Archer,25.37,47.5,1.5
Texas-Armstrong,22.68,45,0.25
Texas-Atascosa,25.01,48.5,1
Texas-Austin,44.66,78.4,7.5
Texas-Bailey,16,45,0.1
Texas-Bandera,26.87,47.6,3.5
Texas-Bastrop,35.01,67.9,4
Texas-Baylor,25.01,50.5,1
Texas-Bee,33.33,64.6,1.5
Texas-Bell,35.01,67.3,5.5
Texas-Bexar,30.61,60.4,3
Texas-Blanco,33.6,56.3,4
Texas-Borden,20.34,45,0.275
Texas-Bosque,35.01,68.1,4
Texas-Bowie,45,81.8,14
Texas-Brazoria,52.72,83.4,15.667
Texas-Brazos,39.34,78,6.5
Texas-Brewster,15.81,45,0.275
Texas-Briscoe,24.56,45.9,0.25
Texas-Brooks,25.01,47.1,0.2
Texas-Brown,25.01,45,1.5
Texas-Burleson,35.34,75.4,5
Texas-Burnet,32.1,63.9,3
Texas-Caldwell,35.01,74.1,4
Texas-Calhoun,39.38,75.3,7
Texas-Callahan,25.01,45,2
Texas-Cameron,25.01,66.5,1.5
Texas-Camp,45,70.1,11
Texas-Carson,24.35,61.4,0.2
Texas-Cass,45,82.9,12
Texas-Castro,16,45,0.1
Texas-Chambers,58.88,87.5,14.8
Texas-Cherokee,45,79.7,10
Texas-Childress,25.01,45,0.433
Texas-Clay,34.29,61,2
Texas-Cochran,16,45,0.1
Texas-Coke,25.01,45,0.2
Texas-Coleman,25.01,45,1.5
Texas-Collin,38.37,68.9,8.5
Texas-Collingsworth,25.01,45,0.5
Texas-Colorado,42.29,83,6
Texas-Comal,35.01,69.5,4
Texas-Comanche,27.57,59.1,2
Texas-Concho,25.01,45,0.567
Texas-Cooke,35.15,68.1,4
Texas-Coryell,34.34,65.5,4
Texas-Cottle,25.01,45,0.4
Texas-Crane,15.79,44.1,0.1
Texas-Crockett,17.3,45,0.333
Texas-Crosby,24.06,45.1,0.15
Texas-Culberson,15.21,45,0.371
Texas-Dallam,16,45,0.1
Texas-Dallas,35.01,68,7
Texas-Dawson,16,45,0.15
Texas-De Witt,35.01,68.7,3.5
Texas-Deaf Smith,16,45,0.15
Texas-Delta,45,63.6,10
Texas-Denton,35.64,68,5
Texas-Dickens,25.01,45,0.4
Texas-Dimmit,25.01,45,0.35
Texas-Donley,25.01,45,0.4
Texas-Duval,25.01,45,0.35
Texas-Eastland,25.94,45.5,2
Texas-Ector,16,45,0.1
Texas-Edwards,25.01,45,1
Texas-El Paso,8.64,45,0.15
Texas-Ellis,35.01,68,7
Texas-Erath,34.69,59.5,2
Texas-Falls,35.01,68.7,7.5
Texas-Fannin,45,68,8.833
Texas-Fayette,35.01,73.9,5
Texas-Fisher,25.01,45,0.75
Texas-Floyd,24.17,45,0.15
Texas-Foard,25.01,45,0.5
Texas-Fort Bend,45,83.2,11.857
Texas-Franklin,45,69.5,11
Texas-Freestone,39.2,70.9,7.5
Texas-Frio,25.01,45.3,1
Texas-Gaines,16,45,0.1
Texas-Galveston,45.25,83,16.5
Texas-Garza,25.01,45,0.275
Texas-Gillespie,29.3,52,1.5
Texas-Glasscock,16,45,0.3
Texas-Goliad,35.01,61.7,2.5
Texas-Gonzales,35.01,69.9,3.5
Texas-Gray,25.01,49.6,0.3
Texas-Grayson,39,72.3,5.714
Texas-Gregg,45,82.3,10
Texas-Grimes,45,77,6
Texas-Guadalupe,35.01,71.4,3
Texas-Hale,16,45.1,0.1
Texas-Hall,24.97,45,0.3
Texas-Hamilton,29.41,59.4,2
Texas-Hansford,16,45,0.2
Texas-Hardeman,25.01,45,0.5
Texas-Hardin,60,97.8,11.833
Texas-Harris,48.49,82.2,11.167
Texas-Harrison,45,83,10
Texas-Hartley,16,45,1.578
Texas-Haskell,25.01,49.1,1
Texas-Hays,35.01,69.3,4.5
Texas-Hemphill,25.01,45,0.5
Texas-Henderson,41.26,68.1,7.5
Texas-Hidalgo,25.01,62.2,0.2
Texas-Hill,35.01,68,5
Texas-Hockley,16,45,0.2
Texas-Hood,35.01,67.1,3
Texas-Hopkins,45,70.9,11
Texas-Houston,45,81.5,7.5
Texas-Howard,16.45,45,0.4
Texas-Hudspeth,10.64,45,0.325
Texas-Hunt,44.98,71,10
Texas-Hutchinson,17.2,47.1,0.2
Texas-Irion,23.2,45,0.35
Texas-Jack,35.01,60,3
Texas-Jackson,43.75,83,7.4
Texas-Jasper,59.86,93.4,11.286
Texas-Jeff Davis,16.78,47.9,0.325
Texas-Jefferson,59.88,97.5,15.667
Texas-Jim Hogg,25.01,45,1
Texas-Jim Wells,25.34,53.4,0.75
Texas-Johnson,35.01,67.8,4
Texas-Jones,25.01,45,1
Texas-Karnes,29.83,49.6,2
Texas-Kaufman,37.74,69,8.5
Texas-Kendall,35,68.7,4
Texas-Kenedy,25.01,53.9,1.625
Texas-Kent,25.01,45,0.4
Texas-Kerr,25.68,47.2,3.5
Texas-Kimble,25.01,45,1
Texas-King,25.01,45,0.4
Texas-Kinney,25.01,45,1
Texas-Kleberg,25.34,45.7,2.313
Texas-Knox,25.01,45,0.5
Texas-La Salle,25.01,45,0.5
Texas-Lamar,45,77.3,12.8
Texas-Lamb,16,45,0.1
Texas-Lampasas,27.48,52.7,2.5
Texas-Lavaca,35.18,79.9,6
Texas-Lee,35.01,63.7,4
Texas-Leon,41.72,75.1,8
Texas-Liberty,59.61,96.2,11.286
Texas-Limestone,35.01,67.8,7.5
Texas-Lipscomb,25.01,50.2,0.2
Texas-Live Oak,25.28,52.9,1
Texas-Llano,25.01,49,2
Texas-Loving,9.78,45,0.1
Texas-Lubbock,17.05,45,0.2
Texas-Lynn,18.61,45,0.1
Texas-Madison,44.88,69.7,7
Texas-Marion,45,83,11
Texas-Martin,16,45,0.15
Texas-Mason,25.01,45,2
Texas-Matagorda,45,83,11.933
Texas-Maverick,25.01,45,0.35
Texas-McCulloch,25.01,45,0.567
Texas-McLennan,35.01,68,5
Texas-McMullen,25.01,45,0.75
Texas-Medina,25.23,45.5,3.5
Texas-Menard,25.01,45,0.5
Texas-Midland,16,45,0.15
Texas-Milam,35.01,65.3,6.5
Texas-Mills,25.01,45,1
Texas-Mitchell,24.81,45,0.5
Texas-Montague,35.01,62.7,2.5
Texas-Montgomery,45.01,83.6,8
Texas-Moore,16,45,0.1
Texas-Morris,45,83,12
Texas-Motley,25.01,45.2,0.2
Texas-Nacogdoches,45,82.2,10.5
Texas-Navarro,35.01,70.5,6.5
Texas-Newton,60,87.6,14.143
Texas-Nolan,25.01,45,0.5
Texas-Nueces,30.99,63.8,2.8
Texas-Ochiltree,20.15,45,0.3
Texas-Oldham,16,45,0.1
Texas-Orange,60,97.8,16.5
Texas-Palo Pinto,34.85,56.6,2
Texas-Panola,45,83,10.8
Texas-Parker,35.01,68,2.5
Texas-Parmer,16,45,0.1
Texas-Pecos,15.81,44.6,0.275
Texas-Polk,48.03,90.9,8
Texas-Potter,16,47.6,0.1
Texas-Presidio,15.66,45,0.2
Texas-Rains,45,69.5,10
Texas-Randall,16.02,45.3,0.2
Texas-Reagan,16,45,0.3
Texas-Real,25.01,50.6,3.5
Texas-Red River,45,80.1,13.75
Texas-Reeves,10.71,45,0.2
Texas-Refugio,35.01,69.5,4.833
Texas-Roberts,22.81,47.1,0.3
Texas-Robertson,35.01,68,7.5
Texas-Rockwall,35.39,68.2,9.5
Texas-Runnels,25.01,45.4,0.567
Texas-Rusk,45,79.8,10.5
Texas-Sabine,59.98,83,10.8
Texas-San Augustine,48.23,83.7,10
Texas-San Jacinto,46.39,94.3,7.5
Texas-San Patricio,35,68,3.556
Texas-San Saba,25.01,45,1.5
Texas-Schleicher,25.01,45,1
Texas-Scurry,25.01,45,0.5
Texas-Shackelford,25.01,45,2
Texas-Shelby,48.74,88.9,10.667
Texas-Sherman,16,45,0.1
Texas-Smith,45,67.4,9.5
Texas-Somervell,35.01,60.7,2
Texas-Starr,25.01,50.5,0.2
Texas-Stephens,26.23,51.8,2
Texas-Sterling,22.64,45,0.2
Texas-Stonewall,25.01,45,0.433
Texas-Sutton,25.01,45,1
Texas-Swisher,16.8,45,0.15
Texas-Tarrant,35.01,68,4.5
Texas-Taylor,25.01,45,1
Texas-Terrell,16,45,0.4
Texas-Terry,16,45,0.1
Texas-Throckmorton,25.01,55.2,1.5
Texas-Titus,45,82.4,12
Texas-Tom Green,24.83,45,0.35
Texas-Travis,35.01,68,4.5
Texas-Trinity,45,82.5,7
Texas-Tyler,57.88,97.8,9.5
Texas-Upshur,45,78.8,10.5
Texas-Upton,16,45,0.15
Texas-Uvalde,25.01,47.3,3
Texas-Val Verde,20.13,45,1
Texas-Van Zandt,44.97,75.4,8.5
Texas-Victoria,35.73,74,4
Texas-Walker,45,81.9,7
Texas-Waller,45,71.5,6.833
Texas-Ward,13.22,45,0.1
Texas-Washington,41.89,82.9,4.5
Texas-Webb,25.01,45,0.2
Texas-Wharton,45,83,10
Texas-Wheeler,25.01,45,0.433
Texas-Wichita,25.01,51.2,2
Texas-Wilbarger,25.01,45,1
Texas-Willacy,25.01,65.7,1.167
Texas-Williamson,35.01,67,5
Texas-Wilson,28.22,53.4,2
Texas-Winkler,15.91,45,0.1
Texas-Wise,35.01,66.5,2
Texas-Wood,45,67.1,10
Texas-Yoakum,16,45,0.1
Texas-Young,29.03,59.9,2
Texas-Zapata,24.51,45,0.5
Texas-Zavala,25.01,45,1
Utah-Beaver,13.92,56.1,1.829
Utah-Box Elder,12.04,62.7,5.206
Utah-Cache,27.19,94.5,14.474
Utah-Carbon,14,59.1,2.24
Utah-Daggett,16,65.7,6.8
Utah-Davis,18.84,74.5,5.88
Utah-Duchesne,17.65,66.8,6.713
Utah-Emery,9.78,47.6,2.814
Utah-Garfield,12.75,53.5,2.231
Utah-Grand,11.54,50.9,1.529
Utah-Iron,14.2,52.6,2.04
Utah-Juab,12.23,57.4,1.221
Utah-Kane,12.41,47.9,0.94
Utah-Millard,10.31,49.3,1.494
Utah-Morgan,28.79,99.6,12
Utah-Piute,16.29,68.9,3.125
Utah-Rich,16.41,73.6,12.222
Utah-Salt Lake,21.46,79.4,4.85
